     0     0    3.897054e+04    1.685397e+00    0.000000e+00    0.000000e+00
     1     0   -2.980000e-05    2.262397e+00    0.000000e+00    0.000000e+00
     1     1   -1.539084e-03    3.255352e+00   -4.209417e-05    2.356075e+00
     2     0   -3.284332e+03    1.621857e+00    0.000000e+00    0.000000e+00
     2     1    2.172120e+02    5.426455e+00   -9.316796e+01    3.293919e+00
     2     2    1.881539e+03    2.295487e+00    2.473531e+01    2.487485e+00
     3     0    5.003112e+02    1.629421e+00    0.000000e+00    0.000000e+00
     3     1   -8.018937e+02    4.968707e+00    2.514436e+02    3.046282e+00
     3     2   -1.022144e+03    3.891814e+00    1.060338e+02    4.019269e+00
     3     3    1.713568e+02    2.170618e+00   -1.207268e+03    2.129047e+00
     4     0    2.174784e+02    1.905419e+00    0.000000e+00    0.000000e+00
     4     1    5.994360e+02    3.807772e+00   -6.166422e+01    2.953832e+00
     4     2    1.884453e+02    4.370312e+00   -2.419483e+02    4.011489e+00
     4     3   -3.972527e+02    3.377746e+00    3.599567e+02    3.573351e+00
     4     4   -5.738461e+01    1.984794e+00    1.486622e+02    1.958481e+00
     5     0    4.729038e+02    1.992683e+00    0.000000e+00    0.000000e+00
     5     1   -4.365759e+02    3.637653e+00   -1.566518e+02    3.041723e+00
     5     2   -2.670204e+01    4.115687e+00    7.083432e+01    3.596782e+00
     5     3    1.819620e+02    3.862087e+00   -1.597812e+01    4.294200e+00
     5     4   -1.299299e+02    3.241649e+00    9.719086e+00    3.042485e+00
     5     5   -8.774701e+01    1.834281e+00   -1.545609e+02    1.910290e+00
     6     0   -2.255882e+01    1.755798e+00    0.000000e+00    0.000000e+00
     6     1   -9.575302e+01    4.441618e+00    1.291561e+02    3.156567e+00
     6     2   -1.613055e+02    3.320733e+00    1.524156e+02    3.361448e+00
     6     3    5.944788e+01    4.016828e+00   -2.745250e+02    4.174579e+00
     6     4   -1.926122e+02    3.841017e+00    9.376559e+01    3.689255e+00
     6     5   -2.417167e+01    2.767439e+00   -7.975997e+01    2.928727e+00
     6     6   -3.347549e+02    1.809526e+00   -1.250040e+02    1.748239e+00
     7     0   -2.106186e+02    1.696194e+00    0.000000e+00    0.000000e+00
     7     1    3.573251e+02    4.646107e+00    1.923762e+00    3.074683e+00
     7     2    1.039801e+02    3.297186e+00   -5.527919e+01    3.658765e+00
     7     3    1.448952e+02    3.722062e+00    1.543055e+02    3.546107e+00
     7     4   -2.521821e+00    4.130660e+00    3.232454e+01    4.232029e+00
     7     5    1.264609e+02    3.555615e+00    3.188795e+02    3.545514e+00
     7     6    8.006341e+01    2.642998e+00    1.279373e+02    2.645667e+00
     7     7   -3.300032e+02    1.704269e+00    7.905767e+01    1.735894e+00
     8     0   -1.048672e+01    1.858353e+00    0.000000e+00    0.000000e+00
     8     1   -1.208005e+02    4.004078e+00    6.235714e+01    3.038131e+00
     8     2   -1.902751e+02    3.898406e+00   -1.415098e+02    3.715338e+00
     8     3    2.362894e+01    3.321571e+00   -5.068073e+01    3.362080e+00
     8     4    6.384409e+01    3.880499e+00   -6.158030e+01    3.904972e+00
     8     5   -7.521852e+00    4.068672e+00    1.807658e+01    3.971745e+00
     8     6    1.018754e+02    3.200558e+00    4.400810e+01    3.309692e+00
     8     7   -1.490837e+02    2.501555e+00   -7.200618e+01    2.449008e+00
     8     8   -9.162866e+01    1.664523e+00    2.444182e+02    1.670586e+00
     9     0    1.648726e+02    1.978965e+00    0.000000e+00    0.000000e+00
     9     1   -3.167188e+01    3.632462e+00   -1.363350e+01    3.082758e+00
     9     2   -4.437043e-01    4.184860e+00    4.695670e+01    3.576933e+00
     9     3   -4.585501e+01    3.309823e+00    3.509908e+01    3.772470e+00
     9     4   -1.124126e+02    3.685143e+00   -1.018274e+02    3.355463e+00
     9     5    4.189499e+01    4.005456e+00   -5.929239e+00    4.146200e+00
     9     6    8.291305e+01    3.827199e+00   -1.178733e+00    3.812400e+00
     9     7    8.178661e+01    3.111779e+00    5.835130e+01    3.023910e+00
     9     8   -1.866206e+01    2.326778e+00    2.766637e+01    2.415748e+00
     9     9    2.499842e+01    1.652136e+00    1.235243e+02    1.609541e+00
    10     0    1.682820e+01    1.779467e+00    0.000000e+00    0.000000e+00
    10     1   -1.578912e+02    4.227010e+00    3.436424e+01    3.123930e+00
    10     2    5.573166e+00    3.463411e+00    7.914567e+01    3.461610e+00
    10     3    6.985620e+01    3.765579e+00    3.908770e+01    3.981612e+00
    10     4   -8.753229e+01    3.452765e+00    4.684081e+01    3.241664e+00
    10     5   -2.886468e+01    3.652757e+00    5.703686e+01    3.882777e+00
    10     6   -3.965084e+01    4.112538e+00   -8.723352e+01    3.961785e+00
    10     7    1.168737e+01    3.431401e+00   -1.020122e+02    3.631481e+00
    10     8    1.390599e+02    2.833584e+00   -3.423218e+01    2.874340e+00
    10     9    2.235825e+00    2.285865e+00   -7.545957e+00    2.260412e+00
    10    10    1.805468e+02    1.572170e+00    1.064433e+02    1.609129e+00
    11     0   -7.492050e+00    1.662119e+00    0.000000e+00    0.000000e+00
    11     1    2.626425e+01    4.676114e+00   -7.978038e+01    3.088168e+00
    11     2    4.531997e+01    3.079383e+00   -4.304911e+01    3.611069e+00
    11     3    3.015912e+01    3.956333e+00   -3.875745e+01    3.642289e+00
    11     4   -8.992246e+00    3.509095e+00   -6.619526e+01    3.790028e+00
    11     5    1.684290e+01    3.591455e+00    4.609716e+01    3.301887e+00
    11     6    6.795738e-01    3.956711e+00   -2.150093e+01    4.063723e+00
    11     7   -6.672127e+01    3.862400e+00   -4.377933e+01    4.024939e+00
    11     8   -1.047765e+02    3.305309e+00    3.237269e+01    3.363025e+00
    11     9   -2.392944e+01    2.675995e+00   -4.847061e+01    2.782566e+00
    11    10   -1.223302e+01    2.227593e+00   -3.131202e+01    2.183146e+00
    11    11    7.009828e+01    1.574433e+00   -2.972312e+01    1.554291e+00
    12     0   -3.281240e+01    1.747526e+00    0.000000e+00    0.000000e+00
    12     1   -7.334503e+00    4.275249e+00   -2.314840e+01    3.073786e+00
    12     2    1.022651e+01    3.571300e+00    6.059408e+01    3.647986e+00
    12     3    1.535227e+01    3.526009e+00    1.243461e+01    3.398250e+00
    12     4   -4.654268e+01    3.769546e+00    9.564038e+00    4.022193e+00
    12     5    1.496128e+01    3.624454e+00    3.916228e+01    3.246766e+00
    12     6   -1.991651e+00    3.553653e+00    4.416530e+01    3.715030e+00
